Date_Start_Date,Project_Size,Project_Cost
8/9/2017,1,1
8/11/2017,1,1
8/11/2017,0,0
8/11/2017,0,0
8/11/2017,0,0
8/11/2017,0,0
8/13/2017,1,1
8/13/2017,1,1
8/13/2017,1,1
8/13/2017,1,1
8/13/2017,1,1
8/13/2017,1,1
8/14/2017,1,1
8/14/2017,1,1
8/14/2017,1,1
8/14/2017,0,0
8/14/2017,0,0
8/14/2017,0,0
8/14/2017,0,0
8/14/2017,0,0
8/14/2017,0,0
8/14/2017,0,0
8/14/2017,0,0
8/14/2017,1,1
8/14/2017,0,0
8/14/2017,0,0
8/14/2017,0,0
8/14/2017,0,0
8/14/2017,0,0
8/14/2017,0,0
8/14/2017,0,0
8/14/2017,0,0
8/14/2017,0,0
8/14/2017,0,0
8/14/2017,0,0
8/14/2017,0,0
8/14/2017,0,0
8/14/2017,0,0
8/14/2017,0,0
8/14/2017,0,0
8/14/2017,0,0
8/14/2017,0,0
8/14/2017,0,0
8/14/2017,0,0
8/14/2017,0,0
8/14/2017,0,0
8/14/2017,0,0
8/14/2017,0,0
8/14/2017,0,0
8/14/2017,0,0
8/14/2017,0,0
8/14/2017,0,0
8/14/2017,0,0
8/15/2017,0,0
8/15/2017,0,0
8/15/2017,0,0
8/15/2017,0,0
8/15/2017,0,0
8/15/2017,0,0
8/15/2017,0,0
8/15/2017,0,0
8/16/2017,0,0
8/16/2017,0,0
8/16/2017,0,0
8/16/2017,0,0
8/16/2017,0,0
8/16/2017,1,1
8/16/2017,1,1
8/16/2017,1,1
8/16/2017,1,1
8/16/2017,1,1
8/16/2017,1,1
8/16/2017,1,1
8/16/2017,1,1
8/16/2017,1,1
8/16/2017,1,1
8/16/2017,1,1
8/16/2017,1,1
8/16/2017,0,0
8/16/2017,0,0
8/16/2017,0,0
8/16/2017,0,0
8/16/2017,0,0
8/16/2017,0,0
8/16/2017,0,0
8/16/2017,0,0
8/16/2017,0,0
8/16/2017,0,0
8/17/2017,0,0
8/17/2017,0,0
8/17/2017,0,0
8/17/2017,0,0
8/17/2017,0,0
8/17/2017,0,0
8/17/2017,0,0
8/17/2017,0,0
8/17/2017,0,0
8/17/2017,1,1
8/17/2017,1,1
8/17/2017,1,1
8/22/2017,0,1
8/22/2017,0,1
8/22/2017,0,1
8/23/2017,1,1
8/23/2017,1,1
8/23/2017,0,0
8/23/2017,100,100
8/23/2017,100,100
8/23/2017,100,100
8/23/2017,100,100
8/23/2017,100,100
8/23/2017,100,100
8/23/2017,100,100
8/23/2017,100,100
8/23/2017,0,0
8/23/2017,0,0
8/23/2017,0,0
8/23/2017,0,0
8/23/2017,0,0
8/24/2017,0,1
8/24/2017,0,1
8/24/2017,0,0
8/24/2017,0,0
8/24/2017,0,0
8/24/2017,0,0
8/24/2017,0,0
8/24/2017,0,0
8/24/2017,0,0
8/24/2017,0,0
8/24/2017,1,1
8/24/2017,1,1
8/24/2017,1,1
8/24/2017,1,1
8/24/2017,1,1
8/24/2017,1,1
8/24/2017,0,0
8/25/2017,0,0
8/25/2017,0,0
8/25/2017,0,0
8/25/2017,0,0
8/25/2017,0,0
8/28/2017,1,1
8/28/2017,1,1
8/28/2017,1,1
8/28/2017,0,0
8/29/2017,0,0
8/29/2017,0,0
8/29/2017,0,0
8/29/2017,0,0
8/29/2017,0,0
8/29/2017,0,0
8/29/2017,0,0
8/29/2017,0,0
8/29/2017,0,0
8/29/2017,0,0
8/29/2017,0,0
8/29/2017,0,0
8/29/2017,0,0
8/29/2017,0,0
8/29/2017,0,0
8/29/2017,0,0
8/29/2017,0,0
8/29/2017,0,0
8/30/2017,0,0
8/30/2017,0,0
8/30/2017,0,0
8/31/2017,0,0
8/31/2017,0,0
8/31/2017,0,0
8/31/2017,0,0
8/31/2017,0,0
8/31/2017,0,0
8/31/2017,0,0
9/4/2017,0,0
9/4/2017,0,0
9/4/2017,0,0
9/4/2017,0,0
9/4/2017,0,0
9/5/2017,0,0
9/5/2017,0,0
9/5/2017,0,0
9/5/2017,0,0
9/5/2017,0,0
9/5/2017,0,0
9/5/2017,0,0
9/5/2017,0,0
9/5/2017,0,0
9/5/2017,0,0
9/5/2017,0,0
9/5/2017,0,0
9/5/2017,0,0
9/5/2017,0,0
9/5/2017,0,0
9/5/2017,0,0
9/5/2017,0,0
9/5/2017,0,0
9/6/2017,0,0
9/6/2017,0,0
9/6/2017,0,0
9/6/2017,0,0
9/6/2017,0,0
9/6/2017,0,0
9/8/2017,0,0
9/8/2017,0,0
9/8/2017,0,0
9/8/2017,0,0
9/8/2017,0,0
9/8/2017,0,0
9/8/2017,0,0
9/8/2017,0,0
9/8/2017,0,0
9/8/2017,0,0
9/8/2017,0,0
9/8/2017,0,0
9/8/2017,0,0
9/8/2017,0,0
9/11/2017,0,0
9/11/2017,0,0
9/11/2017,0,0
9/11/2017,0,0
9/11/2017,0,0
9/11/2017,0,0
9/11/2017,0,0
9/12/2017,0,0
9/12/2017,0,0
9/12/2017,0,0
9/12/2017,1,1
9/12/2017,1,1
9/12/2017,1,1
9/12/2017,1,1
9/12/2017,1,1
9/12/2017,1,1
9/12/2017,1,1
9/12/2017,1,1
9/12/2017,1,1
9/12/2017,0,0
9/12/2017,0,0
9/12/2017,0,0
9/12/2017,0,0
9/13/2017,0,0
9/13/2017,0,0
9/13/2017,0,0
9/13/2017,0,0
9/13/2017,0,0
9/13/2017,0,0
9/13/2017,0,0
9/13/2017,0,0
9/14/2017,0,0
9/14/2017,0,0
9/14/2017,0,0
9/14/2017,1,1
9/14/2017,1,1
9/14/2017,1,1
9/14/2017,1,1
9/14/2017,1,1
9/14/2017,1,1
9/14/2017,1,1
9/14/2017,1,1
9/14/2017,1,1
9/18/2017,0,0
9/18/2017,0,0
9/18/2017,0,0
9/18/2017,0,0
9/18/2017,0,0
9/19/2017,0,0
9/19/2017,0,0
9/19/2017,0,0
9/19/2017,0,0
9/19/2017,0,0
9/19/2017,0,0
9/19/2017,0,0
9/19/2017,0,0
9/19/2017,0,0
9/19/2017,0,0
9/20/2017,0,0
9/20/2017,1,1
9/20/2017,0,0
9/20/2017,0,0
9/20/2017,1,1
9/20/2017,0,0
9/20/2017,1,1
9/21/2017,0,0
9/21/2017,0,0
9/21/2017,0,0
9/21/2017,0,0
9/22/2017,1,1
9/22/2017,1,1
9/22/2017,1,1
9/22/2017,1,1
9/22/2017,0,0
9/25/2017,0,0
9/25/2017,0,0
9/25/2017,0,0
9/25/2017,0,0
9/25/2017,0,0
9/25/2017,0,0
9/25/2017,0,0
9/25/2017,0,0
9/26/2017,0,0
9/26/2017,0,0
9/26/2017,0,0
9/26/2017,0,0
9/26/2017,0,0
9/26/2017,0,0
9/26/2017,0,0
9/26/2017,0,0
9/26/2017,0,0
9/26/2017,0,0
9/26/2017,0,0
9/26/2017,0,0
9/26/2017,1,1
9/26/2017,1,1
9/26/2017,1,1
9/26/2017,1,1
9/26/2017,1,1
9/27/2017,0,0
9/27/2017,0,0
9/27/2017,0,0
9/27/2017,1,1
9/27/2017,1,1
9/27/2017,1,1
9/27/2017,1,1
9/28/2017,0,0
9/28/2017,0,0
9/28/2017,0,0
9/28/2017,0,0
9/28/2017,0,0
9/28/2017,0,0
9/28/2017,0,0
9/29/2017,0,0
9/29/2017,0,0
9/29/2017,0,0
9/29/2017,0,0
10/2/2017,0,0
10/2/2017,0,0
10/2/2017,0,0
10/2/2017,0,0
10/2/2017,1,1
10/2/2017,1,1
10/2/2017,1,1
10/2/2017,0,0
10/2/2017,0,0
10/3/2017,0,0
10/3/2017,0,0
10/3/2017,0,0
10/3/2017,0,0
10/3/2017,0,0
10/3/2017,0,0
10/3/2017,0,0
10/3/2017,0,0
10/3/2017,0,0
10/3/2017,0,0
10/3/2017,0,0
10/3/2017,1,1
10/3/2017,1,1
10/3/2017,0,0
10/3/2017,0,0
10/3/2017,0,0
10/3/2017,0,0
10/3/2017,0,0
10/3/2017,0,0
10/3/2017,0,0
10/4/2017,1,1
10/4/2017,1,1
10/4/2017,1,1
10/4/2017,1,1
10/4/2017,1,1
10/4/2017,0,0
10/4/2017,0,0
10/4/2017,0,0
10/4/2017,0,0
10/4/2017,0,1
10/4/2017,0,1
10/4/2017,0,1
10/4/2017,1212,2344444
10/4/2017,1212,2344444
10/4/2017,1212,2344444
10/5/2017,16000,3500000
10/5/2017,16000,3500000
10/5/2017,16000,3500000
10/5/2017,16000,3500000
10/5/2017,16000,3500000
10/5/2017,16000,3500000
10/5/2017,1,1
10/5/2017,1,1
10/5/2017,1,1
10/5/2017,1,1
10/5/2017,1,1
10/5/2017,0,0
10/5/2017,1,1
10/5/2017,1,1
10/5/2017,0,0
10/5/2017,1,1
10/5/2017,1,1
10/5/2017,1,1
10/5/2017,0,0
10/5/2017,1,1
10/5/2017,1,1
10/5/2017,1,1
10/5/2017,1,1
10/5/2017,1,1
10/5/2017,1,1
10/5/2017,1,1
10/6/2017,0,0
10/6/2017,0,0
10/6/2017,0,0
10/6/2017,0,0
10/6/2017,0,0
10/6/2017,0,0
10/6/2017,0,0
10/6/2017,0,0
10/6/2017,0,1
10/6/2017,0,1
10/6/2017,0,1
10/6/2017,0,0
10/6/2017,0,0
10/6/2017,0,0
10/6/2017,0,0
10/6/2017,0,0
10/6/2017,0,0
10/6/2017,0,0
10/7/2017,0,0
10/7/2017,0,0
10/9/2017,0,0
10/9/2017,0,0
10/9/2017,0,0
10/10/2017,0,0
10/10/2017,0,0
10/10/2017,0,0
10/10/2017,0,0
10/10/2017,0,0
10/10/2017,0,0
10/10/2017,0,0
10/10/2017,0,0
10/10/2017,0,0
10/10/2017,0,0
10/10/2017,0,0
10/10/2017,0,0
10/10/2017,0,0
10/10/2017,0,0
10/10/2017,0,0
10/10/2017,0,0
10/10/2017,0,0
10/10/2017,0,0
10/10/2017,0,0
10/10/2017,0,0
10/10/2017,0,0
10/10/2017,0,0
10/10/2017,0,0
10/10/2017,0,0
10/10/2017,0,0
10/10/2017,0,0
10/10/2017,0,0
10/10/2017,0,0
10/10/2017,0,0
10/10/2017,0,0
10/10/2017,0,0
10/10/2017,0,0
10/10/2017,0,0
10/10/2017,1,1
10/10/2017,1,1
10/10/2017,1,1
10/10/2017,1,1
10/10/2017,0,0
10/10/2017,0,0
10/10/2017,0,0
10/10/2017,0,0
10/10/2017,0,1
10/10/2017,0,1
10/10/2017,0,1
10/10/2017,1,1
10/11/2017,0,0
10/11/2017,0,0
10/11/2017,0,0
10/11/2017,0,0
10/11/2017,0,0
10/11/2017,0,0
10/11/2017,0,0
10/11/2017,0,0
10/11/2017,0,0
10/11/2017,0,0
10/12/2017,0,0
10/12/2017,0,0
10/12/2017,0,0
10/12/2017,0,0
10/12/2017,0,0
10/12/2017,0,0
10/12/2017,0,0
10/12/2017,0,0
10/12/2017,0,0
10/12/2017,0,0
10/12/2017,0,0
10/12/2017,0,0
10/12/2017,0,0
10/12/2017,0,0
10/12/2017,0,0
10/12/2017,6000,0
10/12/2017,6000,0
10/12/2017,6000,0
10/12/2017,0,0
10/12/2017,0,0
10/13/2017,0,0
10/13/2017,0,0
10/13/2017,0,0
10/13/2017,0,0
10/13/2017,0,0
10/13/2017,0,0
10/16/2017,0,0
10/16/2017,0,0
10/16/2017,0,0
10/16/2017,0,0
10/16/2017,0,0
10/16/2017,0,0
10/16/2017,0,0
10/16/2017,0,0
10/16/2017,0,0
10/16/2017,0,0
10/16/2017,0,0
10/16/2017,0,0
10/16/2017,0,0
10/16/2017,0,0
10/17/2017,0,0
10/17/2017,0,0
10/17/2017,0,0
10/17/2017,0,0
10/17/2017,0,0
10/17/2017,0,0
10/17/2017,0,0
10/17/2017,0,0
10/17/2017,0,0
10/17/2017,0,0
10/17/2017,0,0
10/17/2017,0,0
10/17/2017,0,0
10/17/2017,1,1
10/18/2017,1,1
10/18/2017,1,1
10/18/2017,1,1
10/18/2017,1,1
10/18/2017,1,1
10/18/2017,1,1
10/23/2017,0,0
10/23/2017,0,0
10/23/2017,0,0
10/23/2017,0,0
10/23/2017,0,0
10/23/2017,0,0
10/23/2017,0,0
10/23/2017,0,0
10/23/2017,0,0
10/23/2017,0,0
10/23/2017,0,0
10/23/2017,0,0
10/24/2017,0,0
10/24/2017,0,0
10/24/2017,0,0
10/24/2017,0,0
10/24/2017,0,0
10/24/2017,0,0
10/24/2017,0,0
10/24/2017,200000,0
10/25/2017,1,1
10/25/2017,0,0
10/25/2017,0,0
10/25/2017,0,0
10/26/2017,0,0
10/26/2017,0,0
10/26/2017,0,0
10/26/2017,0,0
10/26/2017,0,0
10/26/2017,0,0
10/26/2017,0,0
10/26/2017,0,0
10/26/2017,0,0
10/26/2017,0,0
10/30/2017,0,0
10/30/2017,0,0
10/30/2017,0,0
10/30/2017,1,1
10/30/2017,0,0
10/30/2017,0,0
10/30/2017,0,0
10/30/2017,0,0
10/30/2017,1,1
10/30/2017,1,1
10/30/2017,1,1
10/30/2017,1,1
10/30/2017,1,1
10/30/2017,1,1
10/30/2017,1,1
10/30/2017,1,1
10/30/2017,1,1
10/30/2017,1,1
10/30/2017,1,1
10/31/2017,0,0
10/31/2017,0,0
11/1/2017,0,0
11/1/2017,0,0
11/1/2017,0,0
11/1/2017,0,0
11/1/2017,0,0
11/1/2017,0,0
11/1/2017,0,0
11/1/2017,0,0
11/1/2017,0,0
11/1/2017,0,0
11/1/2017,50000,1
11/1/2017,0,0
11/1/2017,0,0
11/1/2017,0,0
11/1/2017,0,0
11/1/2017,0,0
11/1/2017,0,0
11/1/2017,0,0
11/2/2017,0,0
11/2/2017,0,0
11/2/2017,0,0
11/2/2017,0,0
11/2/2017,1,1
11/2/2017,1,1
11/2/2017,0,0
11/2/2017,0,0
11/2/2017,0,0
11/2/2017,0,0
11/2/2017,0,0
11/2/2017,0,0
11/2/2017,0,0
11/2/2017,0,0
11/2/2017,0,0
11/2/2017,0,0
11/2/2017,0,0
11/3/2017,0,0
11/3/2017,0,0
11/3/2017,0,0
11/6/2017,1,1
11/6/2017,1,1
11/6/2017,1,1
11/6/2017,1,1
11/6/2017,1,1
11/6/2017,1,1
11/6/2017,1,1
11/6/2017,1,1
11/6/2017,1,1
11/7/2017,0,0
11/7/2017,0,0
11/7/2017,0,0
11/7/2017,0,0
11/7/2017,1,1
11/7/2017,1,1
11/7/2017,1,1
11/7/2017,1,1
11/7/2017,1,1
11/7/2017,0,0
11/7/2017,0,0
11/7/2017,0,0
11/7/2017,0,0
11/7/2017,0,0
11/7/2017,0,0
11/7/2017,0,0
11/7/2017,0,0
11/7/2017,1,1
11/7/2017,1,1
11/7/2017,1,1
11/7/2017,1,1
11/7/2017,1,1
11/7/2017,1,1
11/9/2017,1,1
11/9/2017,1,1
11/9/2017,1,1
11/9/2017,1,1
11/9/2017,1,1
11/9/2017,1,1
11/9/2017,1,1
11/9/2017,1,1
11/9/2017,0,0
11/9/2017,0,0
11/9/2017,0,0
11/9/2017,0,0
11/9/2017,0,0
11/9/2017,0,0
11/9/2017,0,0
11/9/2017,0,0
11/9/2017,0,0
11/9/2017,0,0
11/9/2017,0,0
11/9/2017,0,0
11/10/2017,0,0
11/10/2017,0,0
11/10/2017,0,0
11/10/2017,0,0
11/10/2017,0,0
11/10/2017,0,0
11/10/2017,0,0
11/10/2017,0,0
11/10/2017,0,0
11/10/2017,0,0
11/10/2017,0,0
11/10/2017,0,0
11/10/2017,0,0
11/10/2017,0,0
11/10/2017,0,0
11/10/2017,0,0
11/10/2017,0,0
11/10/2017,0,0
11/10/2017,0,0
11/13/2017,0,0
11/13/2017,0,0
11/13/2017,0,0
11/13/2017,0,0
11/13/2017,0,0
11/13/2017,0,0
11/14/2017,0,0
11/14/2017,0,0
11/14/2017,0,0
11/14/2017,0,0
11/14/2017,0,0
11/14/2017,0,0
11/14/2017,0,0
11/14/2017,1,1
11/14/2017,1,1
11/14/2017,1,1
11/14/2017,1,1
11/15/2017,1,1
11/15/2017,1,1
11/15/2017,1,1
11/15/2017,1,1
11/15/2017,1,1
11/15/2017,0,0
11/15/2017,0,0
11/15/2017,0,0
11/15/2017,0,0
11/15/2017,0,0
11/15/2017,0,0
11/15/2017,0,0
11/15/2017,0,0
11/15/2017,0,0
11/15/2017,1,1
11/15/2017,1,1
11/15/2017,1,1
11/16/2017,0,0
11/16/2017,0,0
11/16/2017,0,0
11/16/2017,1,1
11/16/2017,1,1
11/16/2017,50000,0
11/16/2017,50000,0
11/16/2017,50000,0
11/16/2017,50000,0
11/16/2017,50000,0
11/16/2017,0,0
11/16/2017,0,0
11/17/2017,1,1
11/17/2017,1,1
11/17/2017,1,1
11/17/2017,1,1
11/17/2017,1,1
11/17/2017,1,1
11/17/2017,1,1
11/17/2017,1,1
11/17/2017,1,1
11/17/2017,1,1
11/17/2017,1,1
11/17/2017,1,1
11/17/2017,1,1
11/17/2017,1,1
11/17/2017,5000,1000000
11/17/2017,5000,1000000
11/17/2017,5000,1000000
11/17/2017,5000,1000000
11/17/2017,5000,1000000
11/17/2017,5000,1000000
11/17/2017,0,0
11/17/2017,0,0
11/20/2017,0,0
11/20/2017,0,0
11/20/2017,0,0
11/20/2017,0,0
11/20/2017,0,0
11/20/2017,0,0
11/20/2017,0,0
11/20/2017,0,0
11/20/2017,0,0
11/20/2017,1,1
11/20/2017,1,1
11/20/2017,1,1
11/20/2017,1,1
11/20/2017,1,1
11/20/2017,1,1
11/21/2017,1,1
11/21/2017,1,1
11/21/2017,1,1
11/21/2017,1,1
11/21/2017,1,1
11/21/2017,1,1
11/21/2017,1,1
11/21/2017,1,1
11/21/2017,1,1
11/21/2017,1,1
11/21/2017,1,1
11/21/2017,0,0
11/21/2017,0,0
11/21/2017,0,0
11/21/2017,0,0
11/21/2017,0,0
11/21/2017,1,1
11/21/2017,1,1
11/21/2017,1,1
11/21/2017,1,1
11/21/2017,1,1
11/22/2017,0,1
11/22/2017,1,1
11/22/2017,1,1
11/22/2017,1,1
11/22/2017,1,1
11/22/2017,1,1
11/22/2017,1,1
11/22/2017,1,1
11/22/2017,1,1
11/22/2017,1,1
11/27/2017,0,0
11/27/2017,0,0
11/27/2017,0,0
11/27/2017,0,0
11/27/2017,0,0
11/27/2017,0,0
11/27/2017,0,0
11/27/2017,0,0
11/27/2017,0,0
11/27/2017,0,0
11/27/2017,0,0
11/27/2017,0,0
11/27/2017,0,0
11/27/2017,0,0
11/27/2017,0,0
11/27/2017,0,0
11/27/2017,0,0
11/27/2017,0,0
11/27/2017,1,1
11/27/2017,1,1
11/27/2017,1,1
11/28/2017,0,0
11/28/2017,0,0
11/28/2017,0,0
11/28/2017,0,0
11/28/2017,0,0
11/28/2017,0,0
11/28/2017,0,0
11/28/2017,0,0
11/28/2017,0,0
11/28/2017,0,0
11/28/2017,0,0
11/28/2017,1,1
11/28/2017,1,1
11/28/2017,1,1
11/28/2017,1,1
11/28/2017,10820,2500000
11/28/2017,0,0
11/28/2017,0,0
11/28/2017,0,0
11/28/2017,0,0
11/28/2017,0,0
11/28/2017,0,0
11/29/2017,1,1
11/29/2017,1,1
11/29/2017,1,1
11/29/2017,1,1
11/29/2017,1,1
11/29/2017,1,1
11/30/2017,0,1
11/30/2017,0,1
11/30/2017,5000,1000000
12/1/2017,1,1
12/1/2017,0,0
12/1/2017,0,0
12/1/2017,0,0
12/1/2017,0,0
12/1/2017,0,0
12/1/2017,0,0
12/1/2017,0,0
12/1/2017,0,0
12/1/2017,0,0
12/1/2017,0,0
12/1/2017,0,0
12/1/2017,0,0
12/1/2017,0,0
12/1/2017,0,0
12/1/2017,0,0
12/1/2017,0,0
12/1/2017,0,0
12/1/2017,0,0
12/1/2017,0,0
12/1/2017,1,1
12/1/2017,1,1
12/1/2017,1,1
12/1/2017,1,1
12/1/2017,1,1
12/1/2017,1,1
12/1/2017,1,1
12/1/2017,1,1
12/1/2017,1,1
12/1/2017,1,1
12/1/2017,1,1
12/1/2017,1,1
12/1/2017,1,1
12/1/2017,1,1
12/1/2017,1,1
12/1/2017,1,1
12/1/2017,1,1
12/1/2017,0,0
12/1/2017,0,1
12/1/2017,0,0
12/1/2017,0,1
12/1/2017,0,1
12/1/2017,0,0
12/1/2017,0,1
12/1/2017,0,1
12/1/2017,0,0
12/1/2017,0,1
12/1/2017,0,0
12/1/2017,0,1
12/1/2017,0,0
12/1/2017,0,0
12/1/2017,0,0
12/1/2017,0,1
12/1/2017,0,0
12/4/2017,0,0
12/4/2017,0,0
12/4/2017,0,0
12/4/2017,0,0
12/4/2017,0,0
12/4/2017,0,0
12/4/2017,0,0
12/4/2017,0,0
12/4/2017,0,0
12/4/2017,0,0
12/4/2017,0,0
12/4/2017,0,0
12/4/2017,0,0
12/4/2017,0,0
12/4/2017,0,0
12/4/2017,0,0
12/4/2017,0,0
12/4/2017,0,0
12/4/2017,0,0
12/4/2017,0,0
12/4/2017,0,0
12/4/2017,0,0
12/4/2017,0,0
12/4/2017,0,0
12/4/2017,0,0
12/4/2017,0,0
12/4/2017,0,0
12/4/2017,0,0
12/4/2017,0,0
12/4/2017,0,0
12/4/2017,0,0
12/4/2017,0,0
12/4/2017,0,0
12/4/2017,0,0
12/4/2017,0,0
12/4/2017,0,0
12/4/2017,0,0
12/4/2017,0,0
12/4/2017,0,0
12/4/2017,0,0
12/4/2017,0,0
12/4/2017,0,0
12/4/2017,0,0
12/4/2017,0,0
12/4/2017,0,0
12/4/2017,0,0
12/4/2017,0,0
12/4/2017,0,0
12/4/2017,0,0
12/4/2017,0,0
12/4/2017,0,0
12/4/2017,0,0
12/4/2017,0,0
12/4/2017,0,0
12/4/2017,0,1
12/4/2017,0,1
12/4/2017,0,1
12/4/2017,0,1
12/4/2017,0,1
12/4/2017,0,1
12/4/2017,0,0
12/4/2017,0,0
12/4/2017,0,0
12/4/2017,0,0
12/4/2017,0,0
12/4/2017,0,0
12/4/2017,0,0
12/4/2017,0,0
12/5/2017,1,1
12/5/2017,1,1
12/5/2017,1,1
12/5/2017,1,1
12/5/2017,1,1
12/5/2017,1,1
12/5/2017,1,1
12/5/2017,1,1
12/5/2017,1,1
12/5/2017,1,1
12/5/2017,1,1
12/5/2017,1,1
12/5/2017,1,1
12/5/2017,1,1
12/5/2017,1,1
12/5/2017,1,1
12/5/2017,1,1
12/5/2017,0,0
12/5/2017,0,0
12/5/2017,0,0
12/5/2017,0,0
12/5/2017,0,0
12/5/2017,0,0
12/5/2017,0,0
12/5/2017,0,0
12/5/2017,0,0
12/5/2017,0,0
12/5/2017,0,0
12/5/2017,0,0
12/5/2017,0,0
12/5/2017,0,0
12/5/2017,0,0
12/5/2017,0,0
12/5/2017,0,0
12/5/2017,0,0
12/5/2017,0,0
12/5/2017,0,0
12/5/2017,0,0
12/5/2017,0,0
12/5/2017,0,0
12/5/2017,0,0
12/5/2017,0,0
12/5/2017,0,0
12/5/2017,0,0
12/5/2017,0,0
12/5/2017,0,0
12/5/2017,0,0
12/5/2017,0,0
12/5/2017,0,0
12/5/2017,0,0
12/5/2017,0,0
12/5/2017,0,0
12/5/2017,0,0
12/5/2017,0,0
12/5/2017,0,0
12/5/2017,0,0
12/5/2017,0,0
12/5/2017,0,0
12/5/2017,0,0
12/5/2017,0,0
12/5/2017,0,0
12/5/2017,0,0
12/5/2017,0,0
12/5/2017,0,0
12/5/2017,0,0
12/5/2017,0,0
12/5/2017,0,0
12/5/2017,0,0
12/5/2017,0,0
12/5/2017,0,0
12/5/2017,0,0
12/5/2017,0,0
12/5/2017,0,0
12/5/2017,0,0
12/5/2017,0,0
12/5/2017,0,0
12/5/2017,0,0
12/5/2017,0,0
12/5/2017,0,0
12/5/2017,0,0
12/5/2017,0,0
12/5/2017,0,0
12/5/2017,0,0
12/5/2017,0,0
12/5/2017,0,0
12/5/2017,0,0
12/5/2017,0,0
12/5/2017,0,0
12/5/2017,0,0
12/6/2017,0,0
12/6/2017,0,0
12/6/2017,0,0
12/6/2017,0,0
12/6/2017,0,0
12/6/2017,0,0
12/6/2017,0,0
12/6/2017,0,0
12/6/2017,0,0
12/6/2017,0,0
12/6/2017,0,0
12/6/2017,0,0
12/6/2017,0,0
12/6/2017,0,0
12/6/2017,0,0
12/6/2017,0,0
12/6/2017,0,0
12/6/2017,0,0
12/6/2017,0,0
12/6/2017,0,0
12/7/2017,0,0
12/7/2017,0,0
12/7/2017,0,0
12/7/2017,0,0
12/7/2017,0,0
12/7/2017,0,0
12/7/2017,0,0
12/7/2017,0,0
12/7/2017,0,0
12/7/2017,0,0
12/7/2017,0,0
12/7/2017,0,0
12/7/2017,0,0
12/7/2017,1,1
12/7/2017,1,1
12/8/2017,0,0
12/8/2017,0,0
12/8/2017,0,0
12/8/2017,0,0
12/8/2017,0,0
12/8/2017,0,0
12/8/2017,0,0
12/11/2017,0,0
12/11/2017,0,0
12/11/2017,0,0
12/11/2017,0,0
12/11/2017,1,1
12/11/2017,1,1
12/11/2017,1,1
12/11/2017,1,1
12/11/2017,1,1
12/11/2017,1,1
12/11/2017,1,1
12/11/2017,1,1
12/11/2017,1,1
12/11/2017,1,1
12/11/2017,1,1
12/11/2017,47136,18000000
12/11/2017,47136,18000000
12/11/2017,1,1
12/11/2017,47136,18000000
12/11/2017,47136,18000000
12/11/2017,1,1
12/11/2017,1,1
12/11/2017,1,1
12/11/2017,1,1
12/11/2017,1,1
12/11/2017,47136,18000000
12/11/2017,47136,18000000
12/11/2017,0,0
12/11/2017,1,1
12/11/2017,1,1
12/11/2017,1,1
12/11/2017,1,1
12/12/2017,0,0
12/12/2017,0,0
12/12/2017,1000000,1000000
12/12/2017,0,0
12/12/2017,0,0
12/12/2017,0,0
12/12/2017,0,0
12/12/2017,1,1
12/12/2017,1,1
12/12/2017,1,1
12/12/2017,1,1
12/12/2017,1,1
12/12/2017,0,0
12/12/2017,0,0
12/12/2017,0,0
12/12/2017,0,0
12/12/2017,0,0
12/12/2017,0,0
12/12/2017,0,0
12/12/2017,0,0
12/12/2017,0,0
12/12/2017,1,1
12/12/2017,0,0
12/12/2017,0,0
12/12/2017,1,1
12/12/2017,0,0
12/12/2017,0,0
12/12/2017,0,0
12/12/2017,0,0
12/12/2017,0,0
12/12/2017,0,0
12/12/2017,0,0
12/12/2017,0,0
12/12/2017,0,0
12/12/2017,0,0
12/12/2017,0,0
12/12/2017,0,0
12/12/2017,0,0
12/12/2017,0,0
12/12/2017,0,0
12/12/2017,0,0
12/12/2017,1,1
12/12/2017,0,0
12/12/2017,0,0
12/12/2017,1,1
12/12/2017,1,1
12/12/2017,1,1
12/12/2017,1,1
12/12/2017,1,1
12/12/2017,1,1
12/12/2017,0,0
12/12/2017,1,1
12/12/2017,0,0
12/12/2017,0,0
12/12/2017,0,0
12/12/2017,0,0
12/12/2017,0,0
12/12/2017,0,0
12/13/2017,1,1
12/13/2017,0,0
12/13/2017,0,0
12/13/2017,0,0
12/13/2017,0,0
12/13/2017,0,0
12/13/2017,0,0
12/13/2017,0,0
12/13/2017,0,0
12/13/2017,0,0
12/13/2017,0,0
12/13/2017,0,0
12/13/2017,0,0
12/13/2017,0,0
12/13/2017,1,1
12/13/2017,0,0
12/13/2017,0,0
12/13/2017,0,0
12/13/2017,0,0
12/13/2017,1,1
12/13/2017,0,0
12/13/2017,0,0
12/13/2017,0,0
12/13/2017,0,0
12/13/2017,0,0
12/13/2017,0,0
12/13/2017,0,0
12/13/2017,0,0
12/13/2017,0,0
12/13/2017,0,0
12/13/2017,0,0
12/13/2017,0,0
12/13/2017,0,0
12/13/2017,0,0
12/13/2017,0,0
12/13/2017,0,0
12/13/2017,0,0
12/15/2017,0,1
12/15/2017,0,1
12/15/2017,0,1
12/15/2017,0,1
12/15/2017,0,1
12/15/2017,0,1
12/15/2017,0,1
12/15/2017,0,1
12/15/2017,1,1
12/15/2017,1,1
12/15/2017,1,1
12/15/2017,1,1
